original,counterfact,label
"this movie was, as homer simpson would have put it, "" more boring than church. again, maybe it symbolizes something, but the explosion at the end seemed very forced and out of place. by the way, i did not watch this movie by my own free will, as i was required to see it for a film class. ","this movie was, as homer simpson would have put it, "" more fun than church. again, maybe it symbolizes something, but the explosion at the end seemed very forced and out of place. by the way, i did watch this movie by my own free will, as i was required to see it for a film class. ",0
"it had all the cliches of movies of this type and no substance. the production was good ; however, the script and acting were b - movie quality. the casting was poor because there were good actors mixed in with crumby actors. the good actors didn't hold their own nor did they lift up the others. < br / > < br / > this movie is not worthy of more words, but i will say more to meet the minimum requirement of ten lines. james wood and cuba gooding, jr. play caricatures of themselves in other movies. < br / > < br / > if you are looking for mindless entertainment, i still wouldn't recommend this movie. ","it had all the cliches of movies of this type and substance. the production was good ; however, the script and acting were b - movie quality. the casting was good because there were good actors mixed in with crumby actors. the good actors didn't hold their own did they lift up the others. < br / > < br / > this movie is worthy of more words, but i will say more to meet the minimum requirement of ten lines. james wood and cuba gooding, jr. play caricatures of themselves in other movies. < br / > < br / > if you are looking for mindless entertainment, i still wouldn't recommend this movie. ",0
"the person who wrote the glowing review of this misguided project must be related to the writer / director / star - - or is, in fact, the same person as it defies rational thinking that this movie would be appealing to anyone not connected to a very tightly woven inner circle. how about this? you want to make a movie - - tell a story ; entertain ; draw me in with vivid characters. sure, you can do it artfully without bowing to the commercial elements designed for mass appeal. if i'm to be moved by a dreamy psychological thread then make the concrete fabric easier to buy. ","the person who wrote the glowing review of this misguided project must be related to the writer / director / star - - or is, in fact, the same person as it defies rational thinking that this movie would be appealing to anyone connected to a very tightly woven inner circle. how about this? you want to make a movie - - tell a story ; entertain ; draw me in with vivid characters. sure, you can do it artfully without bowing to the commercial elements designed for mass appeal. if i'm to be moved by a dreamy psychological thread then make the concrete fabric easier to buy. ",0
"first off the movie is so posed and not real, they are all acting. they can't sing. they are way too full of themselves. yes kids like 8 to 10 might enjoy but its really stupid. i mean they say their manager is a kid. don't see it. < br / > < br / > as for the set up and directing, not so bad. it is a cute documentary but it documents a stupid thing. < br / > < br / > only see this if you don't really like good music. also, it's very corny. it's not even tasteful. . . but this really is a piece of junk. ","first off the movie is so posed and real, they are all acting. they can't sing. they are way too full of themselves. yes kids like 8 to 10 might enjoy but its really fun. i mean they say their manager is a kid. don't see it. < br / > < br / > as for the set up and directing, not so good. it is a cute documentary but it documents a good thing. < br / > < br / > only see this if you don't really like good music. also, it's very corny. it's even tasteful. . . but this really is a piece of work. ",0
"this is a truly terrible film. < br / > < br / > i'm only writing this so that some people somewhere are put off watching it. < br / > < br / > i cannot believe that this film has achieved as high a score as it has at imdb ( over 5 stars when i last saw the voting ). < br / > < br / > please, please, please do not watch this film! ","this is a truly beautiful film. < br / > < br / > i'm only writing this so that some people somewhere are put off watching it. < br / > < br / > i cannot believe that this film has achieved as high a score as it has at imdb ( over 5 stars when i last saw the voting ). < br / > < br / > please, please, please do watch this film! ",0
"all hype! consequently, they do it themselves. otherwise, the hype of the film doesn't justify the content in the film. the story is absent and could easily be a short. the acting is poor, but the animation and music is pretty good. however, if you have the chance to see the film for free, do so. still, the filmmakers do a good job of pressing their story and creating cliffhangers with their self - indulgent mini - series. otherwise, they're one hit wonders who never had a hit. ","all hype! consequently, they do it themselves. otherwise, the hype of the film doesn't justify the content in the film. the story is absent and could easily be a short. the acting is good, but the animation and music is pretty good. however, if you have the chance to see the film for free, do so. still, the filmmakers do a good job of pressing their story and creating cliffhangers with their self - indulgent mini - series. otherwise, they're one hit wonders who had a hit. ",0
"and you got to love these lines they use. i wish i could give this flick a 0! oh the names of the characters. judd, molly, ally, emilio, but they did leave out anthony, the breakfast club reunite in the forest of unforgivable acting. ","and you got to love these lines they use. i wish i could give this flick a 0! oh the names of the characters. judd, molly, ally, emilio, but they did leave out anthony, the breakfast club reunite in the forest offorgivable acting. ",0
"if i could give it a zero, i'd change my mind and give it a - 10 instead. pleaseee! ! ! ! ! ","if i could give it a zero, i'd change my mind and give it a - 10 instead. pleaseee! ! ! ! ! ",0
"i didn't feel anything in this film. i felt sick because the gore alone was shocking. haven't we seen this all before? i didn't like any of the characters barr the guy in the sewer cage. so many questions need to be answered. < br / > < br / > someone mentioned references to the ps2 game silent hill and i can see similarities vaguely. < br / > < br / > not a bad film, not a good one. judge for yourself. ","i didn't feel anything in this film. i felt better because the gore alone was good. haven't we seen this all before? i didn't like any of the characters barr the guy in the sewer cage. so many questions need to be answered. < br / > < br / > someone mentioned references to the ps2 game silent hill and i can see similarities vaguely. < br / > < br / > not a good film, not a good one. judge for yourself. ",0
"well done al gore! sure polution is not a good thing, and i would love for all the tree's to keep on growing, but global warming is a business! it employes thousands of people that are all very mislead. < br / > < br / > google it! there are just to many things that just don't add up, but well done al, you failed as a politician, but went on to make lots of money sucking in the world. < br / > < br / > whats next? santa is real? ","well done al gore! sure polution is a good thing, and i would love for all the tree's to keep on growing, but global warming is a business! it employes thousands of people that are all very mislead. < br / > < br / > google it! there are just to many things that just don't add up, but well done al, you worked as a politician, but went on to make lots of money sucking in the world. < br / > < br / > whats next? santa is real? ",0
"they use the money go traveling. their lives become more exciting as they begin relationships with exotic betty amann ( for mr. barry ). but, they remain as boring as they were before. an opening homage to king vidor's "" the crowd "" is the highlight. the low point may be the couple dining on chinese prepared cat. ","they use the money go traveling. their lives become more exciting as they begin relationships with exotic betty amann ( for mr. barry ). but, they remain as quiet as they were before. an opening homage to king vidor's "" the crowd "" is the highlight. the low point may be the couple dining on chinese prepared cat. ",0
"calling it "" campy "" doesn't even cut it. "" campy "" implies fun which this movie was not. you spend the first half of the movie thinking "" its got to get better, right? "". in fairness, it does, at the very end when its finally explained who the "" brother / sister "" team are and what they want but by then, you hardly care anymore because you've spend the entire second half of the movie wondering exactly what did mr. onorati & ms. ","calling it "" campy "" doesn't even cut it. "" campy "" implies fun which this movie was. you spend the first half of the movie thinking "" its got to get better, right? "". in fairness, it does, at the very end when its finally explained who the "" brother / sister "" team are and what they want but by then, you hardly care anymore because you've spend the entire second half of the movie wondering exactly what did mr. onorati & ms. ",0
"i saw this film at a pre - release screening at the writers guild theater in beverly hills. as i recall, the film's producers and director were in attendance, presumably to gage our reaction. < br / > < br / > many scenes evoked gales of laughter from the audience, which would have been fine if it had been a comedy, but it was supposed to be a horror film. out of curiosity i saw it again to see if they'd re - cut it ; as far as i can tell, they hadn't. it was the same lousy movie, just a year older. < br / > < br / > it almost qualifies as "" so bad, it's good, "" but it's slow - paced and boring. ","i saw this film at a pre - release screening at the writers guild theater in beverly hills. as i recall, the film's producers and director were in attendance, presumably to gage our reaction. < br / > < br / > many scenes evoked gales of laughter from the audience, which would have been fine if it had been a comedy, but it was supposed to be a horror film. out of curiosity i saw it again to see if they'd re - cut it ; as far as i can tell, they hadn't. it was the same lousy movie, just a year older. < br / > < br / > it almost qualifies as "" so good, it's good, "" but it's fast - paced and fast. ",0
"i should preface this by stating that i am a dolph lundgren fan. the man turns out some of the funniest action cliches imaginable and detention is probably my personal favorite. good game, the oscar goes to detention. dolph, if you're reading this, thanks for the laughs, old friend. < br / > < br / > in summary : terrific movie that is a guaranteed laugh. i recommend inviting some friends over for this and forcing them to sit through it. hilarious. ","i should preface this by stating that i am a dolph lundgren fan. the man turns out some of the funniest action cliches imaginable and detention is probably my personal favorite. good game, the oscar goes to detention. dolph, if you're reading this, thanks for the laughs, old friend. < br / > < br / > in summary : terrific movie that is a guaranteed laugh. i recommend inviting some friends over for this and forcing them to sit through it. hilarious. ",0
"being an elvis fan, i can't understand how this proyect could be done. come on, elvis'grave in a public park? . . . and these are just two examples. some people in the cast tries to do their best, mike starr is funny ( specially as an impersonator ), the tom hanks cameo is a surprise, but the guy playing the young elvis sucks. ","being an elvis fan, i can't understand how this proyect could be done. come on, elvis'grave in a public park? . . . and these are just two examples. some people in the cast tries to do their best, mike starr is popular ( specially as an impersonator ), the tom hanks cameo is a surprise, but the guy playing the young elvis wins. ",0
"i rented this movie on dvd. i knew that the movie wouldn't live up to what it promised me on the back of the case, but once i saw that leatherface ( gunnar hansen ) was in it, i had to rent it. it starts off pretty good, with the premise being that snuff films are being aired over cable. there are way too many unanswered questions. there was a great scene at the end that totally took me by surprise, but overall this is a very sub par movie, but i guess it was worth the $ 3. 99 rental fee. ","i rented this movie on dvd. i knew that the movie wouldn't live up to what it promised me on the back of the case, but once i saw that leatherface ( gunnar hansen ) was in it, i had to rent it. it starts off pretty good, with the premise being that snuff films are being aired over cable. there are way too many unanswered questions. there was a great scene at the end that totally took me by surprise, but overall this is a very sub par movie, but i guess it was worth the $ 3. 99 rental fee. ",0
"my spouse & i found this movie to be very schlocky. it started out good, but quickly got unbelievable & ridiculous. most of the acting was poor, with the exception of the little girl, abbie, who really was terrific. we love almost all of the hallmark movies & their heart - warming stories, but this movie doesn't rise to the occasion of being one. ","my spouse & i found this movie to be very schlocky. it started out good, but quickly got better & amazing. most of the acting was good, with the exception of the little girl, abbie, who really was terrific. we love almost all of the hallmark movies & their heart - warming stories, but this movie doesn't rise to the occasion of being one. ",0
"audrey, i know you truly cherish your husband ted's memory but please do his legacy justice and heed his wishes. dr. they are getting disemboweled by the powers that be of hollywood and broadway. the children of tomorrow will be stuck with these histrionic and grotesque interpretations that will forever pollute the loving warmth and innocence of his books. < br / > < br / > it is indeed your property to do with as you wish. i just wish you would listen to the advice of others for a little while. save what is left of dr. seuss. thank you. ","audrey, i know you truly cherish your husband ted's memory but please do his legacy justice and heed his wishes. dr. they are getting disemboweled by the powers that be of hollywood and broadway. the children of tomorrow will be impressed with these histrionic and poetic interpretations that will forever pollute the loving warmth and innocence of his books. < br / > < br / > it is indeed your property to do with as you wish. i just wish you would listen to the advice of others for a little while. save what is left of dr. seuss. thank you. ",0
"i really don't get all the adulation that this film has received. that, i suppose, in the context of a commercial hollywood film is just about tolerable, but what's with all the praise for russell crowe's performance? the man just seems to shuffle about, clutching his briefcase and wearing a grungy hat and somehow that seems to qualify as fine acting? ","i really don't get all the adulation that this film has received. that, i suppose, in the context of a commercial hollywood film is just about tolerable, but what's with all the praise for russell crowe's performance? the man just seems to shuffle about, clutching his briefcase and wearing a grungy hat and somehow that seems to qualify as fine acting? ",0
dave coulier only thought he was funny and it was pretty much the same show as america's funniest home videos except with a hosts who have a combined iq of three. tawny kitaen must've really needed the money and coulier had to go to the recycle bin for his jokes. that one dude who played all of the practical jokes on everyone deserves to be on the receiving end of a grade a wedgie. coulier must've needed to money to please alannis morisette while they were dating. ,dave coulier only thought he was right and it was pretty much the same show as america's funniest home videos except with a hosts who have a combined iq of three. tawny kitaen must've really needed the money and coulier had to go to the recycle bin for his jokes. that one dude who played all of the practical jokes on everyone deserves to be on the receiving end of a grade a wedgie. coulier must've needed to money to please alannis morisette while they were dating. ,0
"lupe valdez is great, but doesn't get enough screen time. frank morgan and eugene palette play familiar but promising characters, but the script leaves them stranded. the reactions of "" the public "" are poorly thought - out and unbelievable, making the "" shenanigans "" seem like contrivances of a bad writer. and it strains credulity that the lupe velez character could fall for him. ","lupe valdez is great, but doesn't get enough screen time. frank morgan and eugene palette play familiar but promising characters, but the script leaves them stranded. the reactions of "" the public "" are well thought - out and positive, making the "" shenanigans "" seem like contrivances of a great writer. and it strains credulity that the lupe velez character could work for him. ",0
"i don't know what would be so great about this movie. first of all there is no story. one could say that even without a story a movie could be worth watching because it invokes some sort of strong feeling ( laughter, cry, fear,. . . ), but in my opinion this movie does not do that either. < br / > < br / > you are just watching images for + / - 2 hrs. there are more useful things to do. but is this worth 2 hrs of your valuable time and 7 eur of your money? for me the answer is : no. ","i don't know what would be so great about this movie. first of all there is story. one could say that even without a story a movie could be worth watching because it invokes some sort of strong feeling ( laughter, love, love,. . . ), but in my opinion this movie does do that either. < br / > < br / > you are just watching images for + / - 2 hrs. there are more useful things to do. but is this worth 2 hrs of your valuable time and 7 eur of your money? for me the answer is :. ",0
"if you are under the age of 6 or 7, then you're going to really enjoy this movie. my youngest daughter is glued to the tv when she watches it. as an adult, i can't stand it! ! i'm all up for sequels. . . . when they have a decent storyline. but this is nowhere near up to standard. please forgive me for slating what is after all a kid's film, but when you have to sit through it nearly every day when your kids who love it so much, you'll understand why. my daughter would watch this film over and over again on the same day if we let her. < br / > < br / > i've given this film 4 out of 10 purely for the fact that it keeps my youngest entertained. ","if you are under the age of 6 or 7, then you're going to really enjoy this movie. my youngest daughter is glued to the tv when she watches it. as an adult, i can't stand it! ! i'm all up for sequels. . . . when they have a decent storyline. but this is near up to standard. please forgive me for slating what is after all a kid's film, but when you have to sit through it nearly every day when your kids who love it so much, you'll understand why. my daughter would watch this film over and over again on the same day if we let her. < br / > < br / > i've given this film 4 out of 10 purely for the fact that it keeps my youngest entertained. ",0
this piece of filth is virtually impossible to follow. the sound is crap the picture quality goes from bad to worse to good to bad again! things happen for no apparent reason characters appear and disappear. i watched almost all of it but had to turn off after i seen someones brains blown out. ,this piece of filth is virtually easy to follow. the sound is like the picture quality goes from good to good to good to good again! things happen for apparent reason characters appear and disappear. i watched almost all of it but had to turn off after i seen someones brains blown out. ,0
"as the front cover says "" the hamlet of our time, for our time "". < br / > < br / > i had to study this filmed version of hamlet directly after watching keneth branagh's version and it was truly a disappointing experience. < br / > < br / > this version takes a different approach to several aspects of the play including sexuality ; one very very homosexual osric and an interesting interaction between hamlet and ophelia. i think for the time ( 60's ) this was a very well done version of hamlet but cannot compare to branagh's complete version. < br / > < br / > just a note. . . i found the video at my local video store ( in australia ) and i'm actually looking for a keneth branagh dvd to buy if such a thing even exists. if anyone knows of one please tell me. ","as the front cover says "" the hamlet of our time, for our time "". < br / > < br / > i had to study this filmed version of hamlet directly after watching keneth branagh's version and it was truly a wonderful experience. < br / > < br / > this version takes a different approach to several aspects of the play including sexuality ; one very very homosexual osric and an interesting interaction between hamlet and ophelia. i think for the time ( 60's ) this was a very well done version of hamlet but cannot compare to branagh's complete version. < br / > < br / > just a note. . . i found the video at my local video store ( in australia ) and i'm actually looking for a keneth branagh dvd to buy if such a thing even exists. if anyone knows of one please tell me. ",0
"okay, the film festival crowd probably loved it. but your average, popcorn munching movie goer who has scraped to - gether the ten or fifteen bucks it costs to see a movie these days will probably wonder why he or she made this choice. if it's stamped "" copolla "" it's automatically great stuff, right? wrong! it's a neat spoof of filmdom's pretensions. "" i worry when film makers are more concerned about entertaining themselves rather than the public. it's interesting as a cinematic curio and it does have a chuckle or two in it. hardly either epochal or an epic! ","okay, the film festival crowd probably loved it. but your average, popcorn munching movie goer who has scraped to - gether the ten or fifteen bucks it costs to see a movie these days will probably wonder why he or she made this choice. if it's stamped "" copolla "" it's automatically great stuff, right? boom! it's a neat spoof of filmdom's pretensions. "" i prefer when film makers are more excited about entertaining themselves rather than the public. it's interesting as a cinematic curio and it does have a chuckle or two in it. hardly either epochal or an epic! ",0
"okay, first off, seagal's voice is dubbed over for like 50 % of the film. . . why? because apparently there were rewriting the script and story as they were shooting and they need to change his dialogue for story continuity as they have multiple versions. this movie made me stop watching seagal straight to video movies cause they just get worse and worse. ","okay, first off, seagal's voice is dubbed over for like 50 % of the film. . . why? because apparently there were rewriting the script and story as they were shooting and they need to change his dialogue for story continuity as they have multiple versions. this movie made me stop watching seagal straight to video movies cause they just get better and better. ",0
stupid! stupid! stupid! i can not stand ben stiller anymore. how this man is allowed to still make movies is beyond me. i can't understand how this happens if i performed at work the way he acts in a movie i'd get fired and i own the company. . . . . i would have to fire myself. god! i will never understand why sites will require a short novel written when sometimes a brief comment is all that is necessary. ,boom! boom! boom! i can stand ben stiller anymore. how this man is allowed to still make movies is beyond me. i can't understand how this happens if i performed at work the way he acts in a movie i'd get fired and i own the company. . . . . i would have to fire myself. god! i will understand why sites will require a short novel written when sometimes a brief comment is all that is necessary. ,0
"i suppose if you like endless dialogue that doesn't forward the story and flashy camera effects like the scene transitions in the television show _ angel _, you'll enjoy the film. me? all i wanted was a nice, tight little story, and it wasn't there. < br / > < br / > is it the redneck? is it the wendigo? no, it's a cameraman on speed. that's not scary. like those reviewers before me, i too noticed that by the end the movie invokes derisive laughter from the audience. ","i suppose if you like endless dialogue that doesn't forward the story and flashy camera effects like the scene transitions in the television show _ angel _, you'll enjoy the film. me? all i wanted was a nice, tight little story, and it wasn't there. < br / > < br / > is it the redneck? is it the wendigo? , it's a cameraman on speed. that's not right. like those reviewers before me, i too noticed that by the end the movie invokes derisive laughter from the audience. ",0
"good thing to as i would have never went even a tad out of my way to see it. in execution, it's a different matter. this short didn't even elicit a chuckle from me. ","good thing to as i would have went even a tad out of my way to see it. in execution, it's a different matter. this short didn't even elicit a chuckle from me. ",0
this movie only got a 1 because you can't give a zero! animal rights people you don't want to watch either. it makes people vegetarians i swear i witnessed it happen! the only cool parts are the case and the fact that its a true story. its really really super creepy that this guy worked at adt while he killed people! i don't! he had access to every code in kansas! ! ! ! ! ! do your self a favor and don ; t rent / buy this movie i think it cost about $ 20 to make that includes their over paid actors! ! ! ! ,this movie only got a 1 because you can't give a zero! animal rights people you don't want to watch either. it makes people vegetarians i swear i witnessed it happen! the only cool parts are the case and the fact that its a true story. its really really super cool that this guy worked at adt while he helped people! i don't! he had access to every code in kansas! ! ! ! ! ! do your self a favor and don ; t rent / buy this movie i think it cost about $ 20 to make that includes their over paid actors! ! ! ! ,0
"absolutely nothing happens in this sloooow, annoying, thrill - less thriller directed by amenabar's usual collaborator mateo gil. the film, which in some way deals with the effect of boredom and the quest for thrills, actually delivers none, and seems like an exercise in boredom. the only mildly suspenseful moment is the movie's climax, which takes about 30 seconds of the whole agonizing 100 - plus minutes, and is resolved too simply. the hero is always passive, everything happens to him without forcing him to show any initiative or resourcefulness. if you're fans of the genre, watch "" tesis "" instead. ","absolutely nothing happens in this sloooow, fun, thrill - less thriller directed by amenabar's usual collaborator mateo gil. the film, which in some way deals with the effect of love and the quest for thrills, actually delivers none, and seems like an exercise in patience. the only mildly suspenseful moment is the movie's climax, which takes about 30 seconds of the whole agonizing 100 - plus minutes, and is resolved too simply. the hero is always ready, everything happens to him without forcing him to show any initiative or resourcefulness. if you're fans of the genre, watch "" tesis "" instead. ",0
"kudos to cesar montano for reviving the cebuano movie! panaghoy sa suba is very good - - it has the drama, the action, the romance, and scene that will make you laugh. < br / > < br / > go watch this! ","kudos to cesar montano for reviving the cebuano movie! panaghoy sa suba is very funny - - it has the drama, the action, the romance, and scene that will make you laugh. < br / > < br / > go watch this! ",1
"eleven minutes each of sheer tedium, sophistry, condescension, self - indulgence. treats for people of all nations. yussef chahine of egypt giving a "" hip hip hooray! "" for terorism in his amateurish segment. alejandro gonzalez inarritu of mexico concentrated on the twin towers but seemed to forget to turn on his camera. sean penn not knowing that there were no buildings within the shadow of the trade center on 9 - 11. shohei imamura of japan ignoring the whole thing. ken loach of the uk focussing on chile. etc. etc. ","eleven minutes each of sheer tedium, sophistry, condescension, self - indulgence. treats for people of all nations. yussef chahine of egypt giving a "" hip hip hooray! "" for terorism in his amateurish segment. alejandro gonzalez inarritu of mexico concentrated on the twin towers but seemed to forget to turn on his camera. sean penn knowing that there were buildings within the shadow of the trade center on 9 - 11. shohei imamura of japan ignoring the whole thing. ken loach of the uk focussing on chile. etc. etc. ",0
i wanted to like magnolia. 4 different lives / stories that come together at the end but magnolia took a wrong turn halfway through the movie and i was lost. thank god i rented instead of seeing it in the theatre. the biggest kick in the pants was the ending frog scene. my dvd player still hasn't forgiven me and i don't blame it one bit. ,i wanted to like magnolia. 4 different lives / stories that come together at the end but magnolia took a right turn halfway through the movie and i was right. thank god i rented instead of seeing it in the theatre. the biggest kick in the pants was the ending frog scene. my dvd player still hasn't forgiven me and i don't like it one bit. ,0
"i love horror movies, but this is the worst one i've ever seen. i am a huge fan of gore, but most of the deaths in this movie aren't shown. the graphics look so obviously fake. the actors are awful as well. there is no real emotion from any of them. not only did i waste my time watching this piece of sh * t movie, but i had to subject myself to actual footage of animals being beaten during the beginning of it. if i could rate this a - 10, i would. f * ck this movie. it's crap. < br / > < br / > don't watch it. ","i love horror movies, but this is the best one i've ever seen. i am a huge fan of gore, but most of the deaths in this movie aren't shown. the graphics look so obviously beautiful. the actors are silent as well. there is real emotion from any of them. not only did i enjoy my time watching this piece of sh * t movie, but i had to subject myself to actual footage of animals being beaten during the beginning of it. if i could rate this a - 10, i would. f * ck this movie. it's beautiful. < br / > < br / > don't watch it. ",0
"i gave this more than a 1 because i did think there were some moral lessons in this story and it provoked some thought and comment from my wife and i. the movie and the story line did not need it. if, as i am, you are a recovering catholic or christian avoid this one it will make you nauseous. the movie did a good job of demonstrating the thin line between being a good citizen and how someone could become a potential stalker focused on what might have been. ","i gave this more than a 1 because i did think there were some moral lessons in this story and it provoked some thought and comment from my wife and i. the movie and the story line did need it. if, as i am, you are a recovering catholic or christian avoid this one it will make you nauseous. the movie did a good job of demonstrating the thin line between being a good citizen and how someone could become a potential stalker focused on what might have been. ",0
"her talent in writing and the other cinematic skills are well displayed here, but one may be forgiven for wishing she had used them less didactically. if you have wondered what tyrone power, jr. ' s "" famous father "" looked like, here is your chance. 1916 fashions and automobiles are also on display to add to the interest of this museum piece. it's enjoyable even if you don't appreciate the propaganda. ","her talent in writing and the other cinematic skills are well displayed here, but one may be forgiven for wishing she had used them less didactically. if you have wondered what tyrone power, jr. ' s "" famous father "" looked like, here is your chance. 1916 fashions and automobiles are also on display to add to the interest of this museum piece. it's enjoyable even if you don't appreciate the fun. ",0
i can see where the film makers were going with this. but they never really reach their destination. it's supposed to be a homage to spaghetti westerns albeit set in a sort of mythical modern time frame. it doesn't have that gritty realism that spaghetti westerns are known for. ,i can see where the film makers were going with this. but they really reach their destination. it's supposed to be a homage to spaghetti westerns albeit set in a sort of mythical modern time frame. it doesn't have that gritty realism that spaghetti westerns are known for. ,0
"friedman. this chick only made two of these films and then moved back to texas. the music is terrible. one of her boyfriends is played by sam melville ( from the tv show the rookies ) using a different name. < br / > < br / > best line in the film from tony - "" are you putting me on, doll? none of my chicks put me on "". good b / w cinematography from laslo kovacs ( easy rider & targets & many others ). good locales ( cool swimming pool, also used in the defilers ). a 4 out of 10. best performance stacey walker. ","friedman. this chick only made two of these films and then moved back to texas. the music is beautiful. one of her boyfriends is played by sam melville ( from the tv show the rookies ) using a different name. < br / > < br / > best line in the film from tony - "" are you putting me on, doll? of my chicks put me on "". good b / w cinematography from laslo kovacs ( easy rider & targets & many others ). good locales ( cool swimming pool, also used in the defilers ). a 4 out of 10. best performance stacey walker. ",0
"having grown up in texas, and less than 15 miles from what used to be gilley's, i can tell you that this movie is nauseating. the majority of texans do not live like this movie indicates. true, there is a certain texas twang to most texans'accents, but these people overdo it. you can't get someone from new jersey and ohio to do texas accents. it just doesn't work. debra winger was more convincing as wonder girl than she is as a texan. ","having grown up in texas, and less than 15 miles from what used to be gilley's, i can tell you that this movie is nauseating. the majority of texans do live like this movie indicates. true, there is a certain texas twang to most texans'accents, but these people overdo it. you can't get someone from new jersey and ohio to do texas accents. it just doesn't work. debra winger was more convincing as wonder girl than she is as a texan. ",0
this movie forever left an impression on me. i watched it as a freshman in high school and was home alone that night. what fascinates me is that so few people actually watched this movie. none of my friends watched it and my family is clueless to this day when i discuss this movie because they didn't see it. ,this movie forever left an impression on me. i watched it as a freshman in high school and was home alone that night. what fascinates me is that so few people actually watched this movie. of my friends watched it and my family is clueless to this day when i discuss this movie because they didn't see it. ,0
"i know the people and i did some of the animation and graphic design and the show is horrible! they are rich little kids who don't have any talent, and probably just begged nick to accept them! alex has played the drums for one yearm, i've played for 4 1 / 2! the movie is terrible and so is the show! it is so stupid it makes me want to barf! ! ! i hate them and their show and think once nick realizes how stupid it is they will most hopefully take it off! ","i know the people and i did some of the animation and graphic design and the show is great! they are rich little kids who don't have any talent, and probably just begged nick to accept them! alex has played the drums for one yearm, i've played for 4 1 / 2! the movie is good and so is the show! it is so beautiful it makes me want to barf! ! ! i love them and their show and think once nick realizes how great it is they will most hopefully take it off! ",0
"the acting was laughable, the script terrible, complete with many inexplicable breakfast at tiffany's references, and even the special effects were shoddy at best. this was a very bad film and one that even drew barrymore wishes was expunged from history. b ) see just how bad a film can be. this is one film where i can use the cliche "" there's ninety minutes of my life i will never get back "" with some justification! ","the acting was laughable, the script perfect, complete with many inexplicable breakfast at tiffany's references, and even the special effects were shoddy at best. this was a very good film and one that even drew barrymore wishes was expunged from history. b ) see just how good a film can be. this is one film where i can use the cliche "" there's ninety minutes of my life i will get back "" with some justification! ",0
". . . . . . in a horror movie that is. alright first off, lets start with kate. her main goals include getting laid by george clooney, looking good and last but not least screwing everyone over. gotta love her. . . . . instead she ran. i mean she didn't wanna bring guy out for 10 minutes and when she did it was too late. i mean who honestly would have any sympathy for a guy who finishes off everyone she has meet in a night. the movie kept going on. ",". . . . . . in a horror movie that is. alright first off, lets start with kate. her main goals include getting laid by george clooney, looking good and last but least screwing everyone over. gotta love her. . . . . instead she ran. i mean she didn't wanna bring guy out for 10 minutes and when she did it was too late. i mean who honestly would have any sympathy for a guy who finishes off everyone she has meet in a night. the movie kept going on. ",0
"with an absolutely amazing cast and crew, this might have been a classic. jeff bridges and anthony perkins do manage to acquit themselves very well, in their very different ways, though. < br / > < br / > the photography is gorgeous, but does not justify an hour and a half of your life, or the price of the dvd purchase. ","with an absolutely amazing cast and crew, this might have been a classic. jeff bridges and anthony perkins do manage to acquit themselves very well, in their very different ways, though. < br / > < br / > the photography is gorgeous, but does justify an hour and a half of your life, or the price of the dvd purchase. ",0
". . so i decided to poke around a little bit and got my hands on the 70s copy of it. wow. what a difference. the original one was way better. i'd like you all to know it did originally actually make a statement, it's existence did have a purpose. it was really the christian public expressing their fear of paganism. ",". . so i decided to poke around a little bit and got my hands on the 70s copy of it. wow. what a difference. the original one was way better. i'd like you all to know it did originally actually make a statement, it's existence did have a purpose. it was really the christian public expressing their love of paganism. ",0
"well, they say nymphomania leaves you unsatisfied. i don't know if stella james ( sean young ) qualifies as a clinical nymphomaniac, but she certainly is in to sexual relations with men. she's still exploring, trying to find "" more data "" so she can see what she wants from life and the men in it, though it seems like at her age she should have a pretty good idea by now. ( i can't agree, however, with anyone who says young is too old for the role. if she is, we should all age so nicely. ) for the most part this film left me cold, though it's by no means the worst of its type you'll ever see. and unlike the recent'eyes wide shut,'at least something happens in this one. ","well, they say nymphomania leaves yousatisfied. i don't know if stella james ( sean young ) qualifies as a clinical nymphomaniac, but she certainly is in to sexual relations with men. she's still exploring, trying to find "" more data "" so she can see what she wants from life and the men in it, though it seems like at her age she should have a pretty good idea by. ( i can't agree, however, with anyone who says young is too old for the role. if she is, we should all age so nicely. ) for the most part this film left me stunned, though it's by no means the best of its type you'll ever see. and unlike the recent'eyes wide shut,'at least something happens in this one. ",0
"swayze doesn't make a very convincing alan quatermain. even the portrayal of an older alan quatermain by sean connery in "" league of extraordinary gentlemen "" was very good in an otherwise big flop. ! ! for someone who was disappointed by richard chamberlain's 1985 version, i now highly recommend it if you can't get your hand on the granger version. ","swayze doesn't make a very convincing alan quatermain. even the portrayal of an older alan quatermain by sean connery in "" league of extraordinary gentlemen "" was very good in an otherwise big flop. ! ! for someone who was impressed by richard chamberlain's 1985 version, i now highly recommend it if you can't get your hand on the granger version. ",0
